Object/BB,Object/HSF,Object/LSF,Non-Object/LSF,Non-Object/HSF,Non-Object/BB,Time,Subject
5.5068,6.7467,5.9155,2.0912,3.7155,1.8785,566.41,1
5.4388,6.6835,5.8615,2.0533,3.6339,1.7617,568.36,1
5.4284,6.6718,5.8163,2.0171,3.5782,1.6629,570.31,1
5.4606,6.6818,5.7584,1.9963,3.5389,1.5772,572.27,1
5.5425,6.6829,5.6612,1.9748,3.5002,1.5128,574.22,1
5.6865,6.6679,5.5337,1.9644,3.4857,1.4984,576.17,1
5.887,6.6607,5.4356,2.015,3.5179,1.5665,578.13,1
6.1095,6.6986,5.4245,2.154,3.5942,1.7309,580.08,1
6.3116,6.7874,5.4936,2.3614,3.7086,1.9553,582.03,1
6.4581,6.8683,5.5826,2.5787,3.8552,2.1719,583.98,1
6.526,6.8644,5.629,2.731,4.0069,2.3433,585.94,1
6.5112,6.7557,5.5996,2.7724,4.122,2.4604,587.89,1
6.4383,6.5741,5.4962,2.7086,4.172,2.4999,589.84,1
6.3352,6.3581,5.332,2.5709,4.1513,2.4413,591.8,1
6.199,6.1591,5.1268,2.3873,4.0542,2.3097,593.75,1
6.0246,6.0331,4.9167,2.184,3.8582,2.1469,595.7,1
5.8347,5.9859,4.73,1.9874,3.5756,1.9742,597.66,1
-0.20462,1.0042,0.80441,-0.17735,0.8532,-0.29944,-199.22,2
0.012196,1.0062,0.77964,-0.31108,0.84561,0.0071105,-197.27,2
0.22593,0.99358,0.72957,-0.40478,0.86443,0.32535,-195.31,2
0.38068,0.97574,0.66131,-0.43641,0.91912,0.62756,-193.36,2
0.43548,0.95067,0.61454,-0.42256,1.0084,0.88028,-191.41,2
0.43742,0.89452,0.61313,-0.40207,1.1436,1.0819,-189.45,2
0.43847,0.80235,0.63729,-0.39207,1.3419,1.2394,-187.5,2
0.42639,0.71135,0.65815,-0.38752,1.5743,1.3605,-185.55,2
0.40297,0.66709,0.69826,-0.3869,1.7739,1.4709,-183.59,2
0.40685,0.64892,0.78775,-0.38706,1.9081,1.583,-181.64,2
0.44468,0.59405,0.888,-0.37084,1.9915,1.6879,-179.69,2
0.50688,0.49903,0.95395,-0.32698,2.0421,1.7848,-177.73,2
0.60449,0.41217,0.99803,-0.25122,2.0547,1.8819,-175.78,2
0.74799,0.36433,1.0518,-0.12681,2.0088,1.9744,-173.83,2
0.9081,0.35807,1.1371,0.033244,1.8991,2.0273,-171.88,2
1.0121,0.38108,1.2527,0.15294,1.7416,2.0066,-169.92,2
1.0101,0.41563,1.3714,0.17507,1.5495,1.9232,-167.97,2
0.92238,0.45934,1.481,0.13759,1.3384,1.8102,-166.02,2
0.80996,0.50884,1.5945,0.11584,1.1417,1.6797,-164.06,2
0.72269,0.54686,1.7238,0.14839,0.99347,1.5345,-162.11,2
0.66846,0.57297,1.858,0.2302,0.91478,1.401,-160.16,2
0.61463,0.59277,1.9581,0.32371,0.90631,1.3077,-158.2,2
0.52891,0.60314,1.9873,0.39428,0.93707,1.2429,-156.25,2
0.42058,0.6085,1.9321,0.42809,0.96653,1.1801,-154.3,2
0.31025,0.60798,1.8115,0.41166,0.9847,1.1134,-152.34,2
0.20144,0.60499,1.6817,0.33083,0.9932,1.0315,-150.39,2
0.11784,0.61216,1.5923,0.1977,0.97697,0.90947,-148.44,2
0.093507,0.60894,1.5465,0.053754,0.93122,0.74488,-146.48,2
0.10434,0.56907,1.5252,-0.058397,0.85947,0.56118,-144.53,2
0.094786,0.50457,1.5158,-0.1163,0.77104,0.37767,-142.58,2
0.063792,0.44618,1.5122,-0.12753,0.71568,0.19882,-140.63,2
0.034469,0.41267,1.5095,-0.13574,0.73745,0.03121,-138.67,2
0.0014254,0.38918,1.4868,-0.19359,0.80688,-0.10636,-136.72,2
-0.037887,0.34623,1.418,-0.29283,0.86236,-0.21284,-134.77,2
-0.082876,0.28267,1.3133,-0.3621,0.8545,-0.30401,-132.81,2
-0.1493,0.22744,1.2024,-0.35408,0.75387,-0.375,-130.86,2
-0.23841,0.19492,1.1044,-0.28263,0.5826,-0.40187,-128.91,2
-0.32463,0.16873,1.0314,-0.18329,0.39922,-0.37959,-126.95,2
-0.39886,0.14482,0.98204,-0.092979,0.2487,-0.34182,-125,2
-0.47944,0.14287,0.96396,-0.046453,0.15943,-0.31714,-123.05,2
-0.553,0.16371,0.99053,-0.030426,0.1306,-0.29364,-121.09,2
-0.5805,0.18518,1.0368,0.017783,0.11764,-0.2523,-119.14,2
-0.55754,0.20013,1.0606,0.1275,0.073173,-0.19799,-117.19,2
-0.50738,0.22133,1.0558,0.27001,-0.017239,-0.14582,-115.23,2
-0.45206,0.25322,1.0327,0.40265,-0.12876,-0.10459,-113.28,2
-0.40637,0.27006,0.99283,0.49615,-0.22242,-0.081033,-111.33,2
-0.37516,0.24033,0.94177,0.54042,-0.2867,-0.079298,-109.38,2
-0.34401,0.17866,0.88945,0.54726,-0.33076,-0.096067,-107.42,2
-0.2939,0.12639,0.84065,0.55902,-0.35549,-0.12287,-105.47,2
-0.22564,0.096666,0.77741,0.61581,-0.36985,-0.15723,-103.52,2
-0.16233,0.080726,0.67181,0.70736,-0.39662,-0.2008,-101.56,2
-0.13967,0.062216,0.52862,0.78145,-0.44929,-0.23615,-99.609,2
-0.15859,0.01644,0.39609,0.79679,-0.53075,-0.24614,-97.656,2
-0.17347,-0.059355,0.31185,0.76321,-0.62417,-0.25699,-95.703,2
-0.16111,-0.13751,0.24393,0.7168,-0.70739,-0.32024,-93.75,2
-0.15272,-0.19449,0.13796,0.66898,-0.78256,-0.43888,-91.797,2
-0.18133,-0.22196,-0.0050384,0.59806,-0.85969,-0.5504,-89.844,2
-0.22611,-0.22516,-0.15401,0.47828,-0.9361,-0.59513,-87.891,2
-0.25453,-0.20698,-0.30642,0.31766,-1.0028,-0.55838,-85.938,2
-0.27939,-0.15781,-0.47344,0.17011,-1.0612,-0.48406,-83.984,2
-0.33139,-0.080861,-0.63278,0.07871,-1.1183,-0.44492,-82.031,2
-0.42942,-0.0059846,-0.74529,0.015538,-1.1791,-0.46214,-80.078,2
-0.55395,0.010576,-0.80317,-0.077017,-1.2569,-0.5008,-78.125,2
-0.63767,-0.054991,-0.83192,-0.20067,-1.353,-0.53611,-76.172,2
-0.63156,-0.13928,-0.88185,-0.30998,-1.4393,-0.57368,-74.219,2
-0.55767,-0.18903,-0.99758,-0.3884,-1.498,-0.61109,-72.266,2
-0.48685,-0.23157,-1.1554,-0.45686,-1.5321,-0.62328,-70.313,2
-0.45493,-0.30091,-1.2953,-0.52714,-1.5418,-0.58776,-68.359,2
-0.43608,-0.39465,-1.3974,-0.57891,-1.5417,-0.51794,-66.406,2
-0.41671,-0.49081,-1.4641,-0.58612,-1.54,-0.46855,-64.453,2
-0.38981,-0.56309,-1.5066,-0.56402,-1.4984,-0.47377,-62.5,2
-0.32364,-0.59331,-1.5567,-0.55399,-1.3817,-0.5111,-60.547,2
-0.22418,-0.58869,-1.6231,-0.5614,-1.2076,-0.55134,-58.594,2
-0.14346,-0.58361,-1.6621,-0.55663,-1.0215,-0.57938,-56.641,2
-0.11035,-0.58955,-1.6317,-0.52142,-0.85582,-0.57374,-54.688,2
-0.11554,-0.59027,-1.5563,-0.46164,-0.71894,-0.53047,-52.734,2
-0.12817,-0.60056,-1.4935,-0.40352,-0.61318,-0.4837,-50.781,2
-0.109,-0.64598,-1.4655,-0.3612,-0.54149,-0.45666,-48.828,2
-0.048712,-0.71044,-1.451,-0.31332,-0.48895,-0.43183,-46.875,2
0.034975,-0.75686,-1.4301,-0.24164,-0.42321,-0.40738,-44.922,2
0.12641,-0.77007,-1.4224,-0.16114,-0.33452,-0.40512,-42.969,2
0.20622,-0.76873,-1.4726,-0.10601,-0.2473,-0.42851,-41.016,2
0.26606,-0.77536,-1.6033,-0.084527,-0.19245,-0.48527,-39.063,2
0.30833,-0.80296,-1.7812,-0.06892,-0.18522,-0.58272,-37.109,2
0.31338,-0.86247,-1.9357,-0.033705,-0.20678,-0.7029,-35.156,2
0.25535,-0.9301,-2.0037,0.027802,-0.22949,-0.82456,-33.203,2
0.13664,-0.9734,-1.9675,0.11405,-0.26543,-0.92562,-31.25,2
-0.0040382,-0.98082,-1.8669,0.22372,-0.34066,-0.98163,-29.297,2
-0.10832,-0.9251,-1.7619,0.3427,-0.43863,-1.0003,-27.344,2
-0.14736,-0.81135,-1.6666,0.44953,-0.52526,-1.0277,-25.391,2
-0.13793,-0.70996,-1.5506,0.53596,-0.58055,-1.0838,-23.438,2
-0.10401,-0.67338,-1.4211,0.57938,-0.58802,-1.1463,-21.484,2
-0.065519,-0.6849,-1.3399,0.53143,-0.56792,-1.1987,-19.531,2
-0.037266,-0.69358,-1.3387,0.38521,-0.57995,-1.2188,-17.578,2
-0.017654,-0.67233,-1.3731,0.20913,-0.66253,-1.1779,-15.625,2
-0.021429,-0.62207,-1.3916,0.075184,-0.79323,-1.089,-13.672,2
-0.088294,-0.54088,-1.4122,-0.01021,-0.90827,-0.99112,-11.719,2
-0.21221,-0.43298,-1.4622,-0.076284,-0.97868,-0.91988,-9.7656,2
-0.32432,-0.32593,-1.504,-0.13011,-1.0293,-0.894,-7.8125,2
-0.38181,-0.25252,-1.512,-0.17296,-1.0755,-0.89839,-5.8594,2
-0.42333,-0.22174,-1.5274,-0.22572,-1.1086,-0.91156,-3.9063,2
-0.50841,-0.21508,-1.575,-0.30274,-1.1364,-0.93388,-1.9531,2
-0.64516,-0.20199,-1.6173,-0.40108,-1.1934,-0.96088,0,2
-0.80932,-0.15623,-1.6321,-0.50812,-1.2935,-0.96632,1.9531,2
-0.98379,-0.078776,-1.6317,-0.59105,-1.4127,-0.94195,3.9063,2
-1.1394,-0.0047753,-1.6178,-0.60675,-1.5317,-0.90828,5.8594,2
-1.2463,0.025302,-1.5865,-0.55607,-1.6395,-0.86865,7.8125,2
-1.3096,0.0053592,-1.5336,-0.49561,-1.7236,-0.81846,9.7656,2
-1.3418,-0.028945,-1.4467,-0.46577,-1.783,-0.7894,11.719,2
-1.3586,-0.054346,-1.311,-0.44895,-1.8052,-0.80378,13.672,2
-1.3773,-0.089718,-1.1363,-0.41873,-1.7623,-0.81955,15.625,2
-1.3855,-0.14151,-0.95846,-0.38571,-1.6541,-0.80044,17.578,2
-1.3585,-0.17233,-0.81037,-0.37555,-1.5131,-0.76335,19.531,2
-1.2918,-0.13407,-0.71285,-0.38122,-1.3689,-0.73669,21.484,2
-1.1933,-0.021986,-0.66444,-0.36119,-1.2486,-0.74094,23.438,2
-1.068,0.1235,-0.65683,-0.28526,-1.1744,-0.77994,25.391,2
-0.93503,0.26934,-0.7043,-0.18035,-1.1466,-0.83478,27.344,2
-0.81697,0.39923,-0.81613,-0.12242,-1.1516,-0.88436,29.297,2
-0.7316,0.49881,-0.95869,-0.14516,-1.1678,-0.93579,31.25,2
-0.70271,0.55884,-1.0829,-0.20729,-1.191,-1.0185,33.203,2
-0.73152,0.57384,-1.1829,-0.26891,-1.2497,-1.1372,35.156,2
-0.77903,0.55533,-1.2743,-0.32846,-1.3436,-1.2503,37.109,2
-0.79518,0.54983,-1.348,-0.39,-1.4234,-1.3174,39.063,2
-0.76465,0.58693,-1.4127,-0.43125,-1.4636,-1.3478,41.016,2
-0.72296,0.65547,-1.5105,-0.40959,-1.473,-1.3658,42.969,2
-0.70759,0.74506,-1.6441,-0.31473,-1.4627,-1.3758,44.922,2
-0.71807,0.83993,-1.7435,-0.20371,-1.4575,-1.38,46.875,2
-0.73551,0.92938,-1.7555,-0.13108,-1.4668,-1.364,48.828,2
-0.7502,1.0267,-1.716,-0.083216,-1.4689,-1.297,50.781,2
-0.73937,1.1209,-1.6852,-0.029268,-1.4545,-1.1792,52.734,2
-0.66312,1.1595,-1.6769,0.021156,-1.4265,-1.0417,54.688,2
-0.53485,1.1204,-1.6738,0.031599,-1.3864,-0.89284,56.641,2
-0.42799,1.0539,-1.6787,0.0096962,-1.3241,-0.71583,58.594,2
-0.38168,1.0176,-1.6995,0.027799,-1.2241,-0.51342,60.547,2
-0.35533,1.0132,-1.6998,0.1227,-1.1138,-0.31043,62.5,2
-0.2976,1.0284,-1.6531,0.24813,-1.0474,-0.12558,64.453,2
-0.21814,1.0729,-1.582,0.33444,-1.033,0.038026,66.406,2
-0.15833,1.1134,-1.5082,0.33912,-1.031,0.19754,68.359,2
-0.12122,1.0778,-1.4439,0.27727,-1.006,0.36365,70.313,2
-0.059666,0.95944,-1.388,0.20598,-0.93829,0.51847,72.266,2
0.088041,0.82701,-1.3062,0.17831,-0.83147,0.65729,74.219,2
0.34154,0.75854,-1.1685,0.23566,-0.7127,0.79379,76.172,2
0.66742,0.79673,-0.99569,0.38458,-0.59956,0.94565,78.125,2
1.0343,0.93724,-0.81139,0.58424,-0.4776,1.1474,80.078,2
1.4215,1.1653,-0.57657,0.81206,-0.31082,1.4208,82.031,2
1.8205,1.4756,-0.25377,1.0847,-0.090212,1.7475,83.984,2
2.2256,1.8211,0.10371,1.3811,0.15006,2.0833,85.938,2
2.5841,2.0998,0.39676,1.6245,0.36988,2.3702,87.891,2
2.8361,2.2465,0.58667,1.7703,0.54925,2.5597,89.844,2
2.9712,2.2768,0.70521,1.8319,0.67132,2.6304,91.797,2
3.0083,2.2247,0.78159,1.8106,0.69884,2.5816,93.75,2
2.9763,2.1193,0.8111,1.6984,0.61579,2.4391,95.703,2
2.9166,1.9994,0.77797,1.5456,0.47219,2.2692,97.656,2
2.8798,1.9068,0.69727,1.4346,0.3404,2.1469,99.609,2
2.8983,1.8701,0.6217,1.3913,0.26668,2.0973,101.56,2
2.9584,1.8669,0.57889,1.3804,0.26891,2.0865,103.52,2
3.0221,1.8515,0.56074,1.3586,0.31956,2.0531,105.47,2
3.0704,1.8139,0.56787,1.2895,0.35962,1.9536,107.42,2
3.0761,1.7587,0.56772,1.1406,0.35552,1.7728,109.38,2
2.9839,1.6826,0.47119,0.89288,0.2772,1.5142,111.33,2
2.7712,1.5798,0.23913,0.53224,0.07526,1.2185,113.28,2
2.4742,1.4417,-0.073742,0.062873,-0.24816,0.93725,115.23,2
2.1587,1.265,-0.38186,-0.45101,-0.62788,0.7025,117.19,2
1.8914,1.078,-0.61133,-0.91197,-0.99707,0.52911,119.14,2
1.711,0.93719,-0.74626,-1.254,-1.3126,0.41311,121.09,2
1.6214,0.87443,-0.83052,-1.4631,-1.5414,0.34689,123.05,2
1.6259,0.88225,-0.88621,-1.5615,-1.66,0.3229,125,2
1.7259,0.92712,-0.88967,-1.5882,-1.6677,0.34143,126.95,2
1.885,0.96694,-0.82837,-1.5899,-1.5577,0.42218,128.91,2
2.0515,0.98436,-0.71563,-1.6143,-1.344,0.5658,130.86,2
2.1845,0.98592,-0.57266,-1.6772,-1.1192,0.72541,132.81,2
2.2676,0.97003,-0.43691,-1.7532,-0.98478,0.85725,134.77,2
2.329,0.93398,-0.34632,-1.823,-0.93835,0.97667,136.72,2
2.4008,0.91945,-0.30371,-1.8894,-0.88006,1.1343,138.67,2
2.4664,0.99813,-0.28863,-1.9538,-0.75037,1.3462,140.63,2
2.4778,1.1899,-0.28223,-2,-0.59691,1.5755,142.58,2
2.4106,1.4562,-0.2645,-1.9997,-0.46938,1.7835,144.53,2
2.2941,1.7509,-0.23747,-1.9418,-0.37291,1.9435,146.48,2
2.1974,2.0205,-0.23291,-1.8452,-0.32591,2.0338,148.44,2
2.1563,2.2097,-0.27987,-1.7481,-0.34864,2.097,150.39,2
2.1332,2.3119,-0.41411,-1.6848,-0.44876,2.2133,152.34,2
2.0683,2.3714,-0.66027,-1.6636,-0.65786,2.3696,154.3,2
1.9201,2.4127,-0.99171,-1.6693,-0.97101,2.472,156.25,2
1.6844,2.4085,-1.3817,-1.6843,-1.307,2.4772,158.2,2
1.4043,2.3248,-1.8207,-1.7096,-1.6006,2.4174,160.16,2
1.1378,2.1765,-2.2693,-1.7674,-1.841,2.3399,162.11,2
0.90588,2.0305,-2.6861,-1.8595,-2.027,2.2733,164.06,2
0.69701,1.9274,-3.0534,-1.9399,-2.1311,2.2194,166.02,2
0.51919,1.8332,-3.3604,-1.9511,-2.1217,2.1529,167.97,2
0.39654,1.7027,-3.6012,-1.8802,-2.0251,2.06,169.92,2
0.31311,1.538,-3.7614,-1.7642,-1.9167,1.9832,171.88,2
0.21146,1.3755,-3.8226,-1.6423,-1.8351,1.9683,173.83,2
0.058994,1.2366,-3.8036,-1.5251,-1.7545,1.9976,175.78,2
-0.11183,1.0888,-3.753,-1.4014,-1.6411,2.0325,177.73,2
-0.24336,0.88155,-3.7013,-1.2715,-1.4899,2.0654,179.69,2
-0.31583,0.61302,-3.6769,-1.165,-1.3104,2.1062,181.64,2
-0.34006,0.32395,-3.7117,-1.1123,-1.1388,2.1836,183.59,2
-0.30561,0.03894,-3.783,-1.1371,-1.02,2.3335,185.55,2
-0.19629,-0.21597,-3.8172,-1.2497,-0.94135,2.5533,187.5,2
-0.023443,-0.3969,-3.7641,-1.4219,-0.85782,2.7946,189.45,2
0.20544,-0.50662,-3.6362,-1.5909,-0.74476,3.0004,191.41,2
0.50304,-0.57877,-3.4721,-1.6921,-0.5979,3.1531,193.36,2
0.87021,-0.61271,-3.2819,-1.6973,-0.41722,3.2767,195.31,2
1.2859,-0.57599,-3.039,-1.6027,-0.1889,3.4121,197.27,2
1.7266,-0.45009,-2.7135,-1.402,0.10412,3.6216,199.22,2
2.1765,-0.26142,-2.3167,-1.0926,0.46575,3.9347,201.17,2
2.6322,-0.043301,-1.8794,-0.67147,0.88747,4.3141,203.13,2
3.1162,0.21196,-1.4054,-0.13664,1.356,4.7317,205.08,2
3.6635,0.52173,-0.9142,0.49669,1.8666,5.1854,207.03,2
4.2681,0.88435,-0.44879,1.1981,2.4339,5.6452,208.98,2
4.8769,1.3105,0.0058861,1.9258,3.077,6.0674,210.94,2
5.4758,1.8014,0.51512,2.624,3.7676,6.4426,212.89,2
6.1307,2.3153,1.0953,3.2442,4.44,6.7953,214.84,2
6.8805,2.8194,1.6975,3.7609,5.0601,7.1348,216.8,2
7.6537,3.3279,2.3065,4.1732,5.6284,7.4566,218.75,2
8.3546,3.8695,2.9743,4.5206,6.1489,7.7778,220.7,2
8.9345,4.4441,3.7312,4.8611,6.6263,8.1236,222.66,2
9.3966,5.0218,4.54,5.2152,7.0674,8.5054,224.61,2
9.8027,5.5817,5.3355,5.5784,7.4573,8.9121,226.56,2
10.216,6.1366,6.0645,5.9582,7.7635,9.2996,228.52,2
10.652,6.7006,6.7138,6.3616,7.992,9.6215,230.47,2
11.071,7.2486,7.2986,6.794,8.19,9.8787,232.42,2
11.407,7.753,7.8096,7.2545,8.3978,10.119,234.38,2
11.664,8.2228,8.2164,7.7158,8.6327,10.384,236.33,2
11.91,8.683,8.5179,8.1559,8.9004,10.674,238.28,2
12.169,9.1388,8.7305,8.5729,9.1929,10.97,240.23,2
12.409,9.57,8.8666,8.9564,9.477,11.252,242.19,2
12.59,9.9741,8.9784,9.2995,9.7242,11.491,244.14,2
12.698,10.364,9.1385,9.6049,9.9457,11.676,246.09,2
12.745,10.718,9.3397,9.8722,10.144,11.835,248.05,2
12.765,11.004,9.4872,10.105,10.274,11.996,250,2
12.782,11.228,9.5223,10.309,10.308,12.16,251.95,2
12.787,11.408,9.4991,10.466,10.301,12.321,253.91,2
12.773,11.556,9.4967,10.538,10.316,12.484,255.86,2
12.739,11.66,9.5148,10.517,10.351,12.667,257.81,2
12.657,11.683,9.5079,10.446,10.383,12.85,259.77,2
12.485,11.634,9.4586,10.364,10.4,12.974,261.72,2
12.236,11.567,9.3759,10.27,10.37,13.011,263.67,2
11.983,11.508,9.2704,10.183,10.285,12.981,265.63,2
11.779,11.421,9.1493,10.151,10.202,12.904,267.58,2
11.624,11.267,9.0142,10.18,10.189,12.78,269.53,2
11.499,11.038,8.8756,10.221,10.26,12.62,271.48,2
11.385,10.76,8.7594,10.23,10.376,12.458,273.44,2
11.277,10.482,8.666,10.219,10.472,12.32,275.39,2
11.182,10.264,8.5672,10.212,10.488,12.181,277.34,2
11.105,10.14,8.4581,10.202,10.403,12.013,279.3,2
11.026,10.098,8.3629,10.153,10.251,11.856,281.25,2
10.908,10.092,8.2943,10.036,10.077,11.752,283.2,2
10.747,10.103,8.2303,9.863,9.9048,11.679,285.16,2
10.586,10.127,8.153,9.6583,9.7398,11.593,287.11,2
10.443,10.14,8.0907,9.4183,9.5921,11.483,289.06,2
10.287,10.121,8.0778,9.1389,9.4918,11.35,291.02,2
10.111,10.076,8.1062,8.875,9.4263,11.189,292.97,2
9.9635,10.041,8.1276,8.7165,9.3472,11.009,294.92,2
9.8937,10.054,8.0965,8.6743,9.2581,10.835,296.88,2
9.8912,10.114,8.0335,8.6795,9.1993,10.672,298.83,2
9.8948,10.178,7.9927,8.6863,9.2058,10.519,300.78,2
9.8644,10.208,7.9743,8.6825,9.2979,10.39,302.73,2
9.8069,10.21,7.9477,8.6578,9.4438,10.305,304.69,2
9.728,10.224,7.9276,8.6289,9.5721,10.281,306.64,2
9.6188,10.272,7.9436,8.6431,9.6587,10.313,308.59,2
9.4856,10.341,7.9593,8.7185,9.7371,10.377,310.55,2
9.3555,10.416,7.9178,8.8191,9.8064,10.44,312.5,2
9.2383,10.485,7.8472,8.9184,9.8314,10.463,314.45,2
9.1242,10.544,7.8164,9.0271,9.8403,10.423,316.41,2
9.0165,10.601,7.8246,9.1267,9.8967,10.34,318.36,2
8.9337,10.653,7.8238,9.1656,9.9727,10.253,320.31,2
8.8922,10.672,7.7802,9.139,9.9837,10.181,322.27,2
8.8799,10.646,7.6788,9.0898,9.9188,10.126,324.22,2
8.8775,10.596,7.5265,9.0404,9.844,10.066,326.17,2
8.8884,10.543,7.3489,8.9699,9.8159,9.9787,328.13,2
8.9079,10.478,7.1691,8.8643,9.8414,9.8647,330.08,2
8.9286,10.386,6.9954,8.7308,9.8908,9.7436,332.03,2
8.9569,10.271,6.8311,8.5693,9.9424,9.6526,333.98,2
8.9819,10.136,6.6857,8.3747,9.996,9.6024,335.94,2
8.9777,9.9798,6.5616,8.1387,10.052,9.5794,337.89,2
8.9201,9.8095,6.4225,7.8469,10.116,9.5911,339.84,2
8.8141,9.6525,6.2187,7.5074,10.183,9.6283,341.8,2
8.6871,9.536,5.9689,7.1588,10.225,9.6454,343.75,2
8.5532,9.4486,5.7287,6.8547,10.239,9.6238,345.7,2
8.4278,9.3467,5.5106,6.6506,10.265,9.5928,347.66,2
8.3202,9.2068,5.3291,6.5596,10.323,9.5742,349.61,2
8.2251,9.0539,5.227,6.5417,10.376,9.5664,351.56,2
8.1625,8.9418,5.2147,6.5518,10.406,9.574,353.52,2
8.1676,8.916,5.2606,6.563,10.446,9.6023,355.47,2
8.2463,8.9827,5.3231,6.5754,10.503,9.643,357.42,2
8.3819,9.1125,5.3831,6.6024,10.557,9.6879,359.38,2
8.5475,9.2616,5.4586,6.6488,10.588,9.7353,361.33,2
8.7094,9.3923,5.577,6.7233,10.579,9.7874,363.28,2
8.8563,9.4909,5.7337,6.8223,10.544,9.843,365.23,2
9.01,9.5481,5.8972,6.9188,10.529,9.8913,367.19,2
9.1978,9.554,6.0402,6.9953,10.552,9.9329,369.14,2
9.4427,9.5573,6.1537,7.061,10.579,9.9712,371.09,2
9.7425,9.6407,6.253,7.1443,10.567,9.996,373.05,2
10.029,9.8193,6.3461,7.2535,10.513,9.9983,375,2
10.224,10.036,6.4206,7.3551,10.437,9.9859,376.95,2
10.321,10.218,6.4763,7.419,10.369,9.9868,378.91,2
10.357,10.316,6.5158,7.4464,10.331,10.006,380.86,2
10.358,10.35,6.5469,7.4462,10.316,10.019,382.81,2
10.337,10.396,6.5968,7.4295,10.294,10.035,384.77,2
10.303,10.492,6.6752,7.4225,10.249,10.082,386.72,2
10.274,10.597,6.767,7.4517,10.197,10.152,388.67,2
10.29,10.655,6.8769,7.5232,10.151,10.24,390.63,2
10.355,10.632,7.0338,7.6337,10.09,10.348,392.58,2
10.394,10.533,7.2372,7.7756,10.006,10.437,394.53,2
10.336,10.384,7.4399,7.9122,9.929,10.456,396.48,2
10.206,10.232,7.6197,8.0153,9.8681,10.406,398.44,2
10.079,10.117,7.799,8.1076,9.8104,10.318,400.39,2
9.9766,10.033,7.9869,8.2245,9.7581,10.223,402.34,2
9.8848,9.9365,8.1641,8.3795,9.7189,10.154,404.3,2
9.7992,9.8024,8.2975,8.5472,9.6832,10.137,406.25,2
9.7187,9.6439,8.377,8.6815,9.6279,10.169,408.2,2
9.6574,9.4956,8.4205,8.7634,9.55,10.218,410.16,2
9.6308,9.3762,8.4283,8.7993,9.4716,10.227,412.11,2
9.6184,9.2821,8.3746,8.8016,9.3982,10.158,414.06,2
9.592,9.2091,8.2609,8.7892,9.3155,10.025,416.02,2
9.5509,9.1636,8.1655,8.7779,9.2218,9.8572,417.97,2
9.4905,9.1616,8.1713,8.7737,9.1209,9.6688,419.92,2
9.3973,9.2123,8.2388,8.7776,9.0136,9.4767,421.88,2
9.2873,9.3082,8.2577,8.7757,8.9106,9.3013,423.83,2
9.1833,9.4183,8.1992,8.7529,8.8192,9.1592,425.78,2
9.0925,9.4897,8.1159,8.7202,8.7218,9.0629,427.73,2
9.0539,9.4745,8.0556,8.6997,8.5983,9.0034,429.69,2
9.1137,9.3627,8.0235,8.6926,8.4801,8.9349,431.64,2
9.2375,9.2114,7.9997,8.6644,8.4234,8.8481,433.59,2
9.337,9.095,7.9669,8.5674,8.4208,8.7885,435.55,2
9.3744,9.0264,7.922,8.3952,8.3928,8.7547,437.5,2
9.382,8.9812,7.877,8.1866,8.2724,8.6994,439.45,2
9.382,8.9367,7.8415,7.9642,8.0773,8.6106,441.41,2
9.3556,8.8802,7.8001,7.7165,7.8795,8.5066,443.36,2
9.3017,8.8252,7.7171,7.4289,7.7256,8.3954,445.31,2
9.2431,8.7979,7.5864,7.1137,7.613,8.2773,447.27,2
9.1711,8.7819,7.4643,6.8245,7.5297,8.1502,449.22,2
9.0542,8.7182,7.4152,6.5951,7.4712,8.0111,451.17,2
8.887,8.588,7.434,6.4085,7.4249,7.8557,453.13,2
8.7045,8.4457,7.4495,6.242,7.3712,7.6746,455.08,2
8.5584,8.3416,7.4358,6.0811,7.3031,7.4866,457.03,2
8.4659,8.2658,7.439,5.9289,7.2424,7.3421,458.98,2
8.4022,8.1839,7.4691,5.7951,7.2137,7.249,460.94,2
8.3484,8.0734,7.4974,5.6542,7.2163,7.157,462.89,2
8.3081,7.9537,7.5075,5.4708,7.2265,7.0311,464.84,2
8.2789,7.8689,7.5,5.2405,7.2092,6.8853,466.8,2
8.2361,7.824,7.4964,4.9762,7.1512,6.7515,468.75,2
8.1651,7.8177,7.513,4.6912,7.0641,6.6349,470.7,2
8.093,7.8564,7.5387,4.403,6.9313,6.5124,472.66,2
8.0483,7.9064,7.5496,4.1404,6.7279,6.3751,474.61,2
8.0212,7.9288,7.5339,3.9259,6.4753,6.2345,476.56,2
7.999,7.9153,7.5041,3.7545,6.215,6.0799,478.52,2
7.9794,7.863,7.4638,3.6069,5.9748,5.8818,480.47,2
7.9364,7.7739,7.3973,3.4625,5.7594,5.6647,482.42,2
7.8454,7.654,7.303,3.3128,5.5753,5.4862,484.38,2
7.7304,7.5139,7.2033,3.1738,5.4374,5.3383,486.33,2
7.6336,7.3992,7.1258,3.0675,5.3247,5.1777,488.28,2
7.5505,7.3484,7.0822,2.9995,5.1964,5.0126,490.23,2
7.4416,7.3502,7.0819,2.9548,5.0457,4.8761,492.19,2
7.2996,7.3781,7.149,2.9124,4.9009,4.7602,494.14,2
7.1474,7.4039,7.268,2.8671,4.7762,4.6272,496.09,2
6.9956,7.4162,7.3548,2.8281,4.6484,4.4685,498.05,2
